排名,标题,播放量,讨论数,得分,UP的ID,视频av号
60,香港雀巢咖啡粤语&日语动画宣传广告,147.0万,3882,2765217,98960802,BV12z4y197pz
61,突然向女朋友跪地求婚！相识20年，我们终于订婚了！,187.3万,6.4万,2761659,285571498,BV1pD4y1Q7gd
62,热水澡,254.1万,1.9万,2761248,279583114,BV18a4y1v7Da
63,前方高能！！这是真的！# @ % ￥ 燃,296.8万,1848,2713360,276583695,BV1AQ4y1N71n
64,清唱，他不爱我,310.5万,8922,2679200,605205509,BV1Vi4y1x7bk
65,4斤重的烤羊腿！没见过世面的姐姐直接抱着啃...,445.1万,9397,2645371,18202105,BV1Pv41167FE
66,消费主义是如何对年轻人进行欺骗与洗脑的？【围炉夜话】,108.3万,2.5万,2641855,79577853,BV1Cp4y1U7fp
67,睡前「鸡尾酒式瘦脸法」瘦咬肌、去面部水肿、正体态，堪比整容！,61.8万,2028,2626712,434378423,BV1QA411q79Z
68,选来选去还是这首歌最合适放学的她,459.9万,3285,2624343,11978336,BV1Ra4y1e7fd
69,当法官要看你浏览器记录时【阅片无数50】,445.5万,3.7万,2617186,14110780,BV1Kt4y1y7YM
70,耗时86400秒！！算了，你们白嫖吧！,190.1万,4667,2607997,270494247,BV1oT4y1E7Tj
71,啊？这！这就是长城吗！,215.6万,1.5万,2585206,8784855,BV15C4y1a7fp
72,'我  佛  了',235.0万,1.8万,2564121,327971418,BV17i4y147NF
73,曾火遍全网的《溯》，你是否还知道？,152.4万,5785,2554125,1542136,BV1E7411k7Qy
74,炫目特效,151.0万,3128,2553069,33656520,BV1fz4y1973E
75,【Minecraft】前方高能！！这期视频将会非常爆肝！上热门必须吃ICE！,85.8万,5046,2539055,10846843,BV1nv411B7B6
76,别让浑浑噩噩毁了你的生活！百万粉up主的时间管理心得分享！,105.7万,7127,2536573,63231,BV1CT4y1E7rf
77,那些半句封神的句子|你知道另一半吗？,143.6万,3339,2535805,554445569,BV1uK411p7kQ
78,燃爆全场！LiSA首唱《鬼灭之刃》最燃神曲《紅蓮華》完整版~【最高音画质收藏】【老织首次现场激情演唱动漫歌曲《紅蓮華》完整版】,189.2万,5834,2525484,322032202,BV1B54y1X7Ls
79,【自制】如何把门禁卡做成你用不起的样子？硬核UP自制带屏幕的NFC名片,152.5万,7432,2523383,20259914,BV1Cf4y1y7KT
80,大家好我是周淑怡，今天正式入驻B站啦！一首《拍桌少女》送给大家！,585.0万,5.1万,2502265,306895558,BV1Fz411i75r
81,表白利器  马赛克拼贴照片制作  有字幕,67.6万,351,2486971,435307801,BV14g4y1i7Ey
82,崩坏3×JOJO/琪亚娜的奇妙冒险【OP还原】,94.6万,1928,2477283,15340309,BV1Wv411678n
83,【麦长青】真当我“梁非凡”不上B站,361.1万,1.5万,2473277,549472400,BV1Fi4y1t7F7
84,追男生硬核攻略教学  轻轻松松 从入门到精通,125.3万,2.5万,2466230,57741276,BV1ut4y1y75J
85,【师生对线】拖 堂 现 状,278.5万,2.3万,2465678,3353026,BV1St4y1X7A5
86,【2020毕业季 | 动画毕设作品】绝美毕设！广州美术学院视觉艺术设计学院动画《落凡尘》【授权投稿】,91.1万,5169,2447709,59550906,BV1si4y1x776
87,为了做游戏，我花了10年自学程序、美术、音乐、策划,109.4万,1.5万,2441286,580207,BV11T4y1J7Lk
88,中 国 新 说 唱 总 决 赛 第二季,354.0万,3439,2401236,342578985,BV14a4y1v7Mx
89,【戴建业】同学们我来B站了！今后一起聊聊诗词吧！,137.2万,4.0万,2351140,532741557,BV1KT4y1J7Gj
90,大腿前侧粗壮凸出小腿肚向后突出腿形不直必练一周见效的教程！,69.4万,2258,2341868,291945385,BV1Sz411B7td
91,【罗翔】100g冰毒里掺50g面粉，怎么判？国际禁毒日,294.4万,3.2万,2308121,517327498,BV1xT4y177Kq
92,我偷偷盖了个树屋！,174.1万,1.0万,2297894,382193067,BV1mv411z7Rp
93,20年XO型腿还有救！超详细直腿教程 每天跟练 一个月肉眼见效果,61.0万,1223,2296620,450595813,BV1r5411p7GX
94,【罗翔vs半佛】专家没有灵魂？知识要广还是要精？,242.4万,2.8万,2289605,517491339,BV1YV411r7xs
95,【作文】那些写进作文里的神仙开头,58.2万,655,2278258,23177427,BV1Ea4y147ye
96,120个孩子的东北老爸：用长跑、“谎言”和无数张信用卡换他们出人头地,125.1万,8919,2276580,428250963,BV1bZ4y1W7k5
97,可爱和性感在沙雕面前不堪一击 !,209.1万,3480,2275004,238767396,BV1cV411k7tB
98,【半佛】年轻人是否应该尽早买房,279.4万,2.2万,2270717,37663924,BV1ea4y1v7ce
99,#钟美美#钟美美所有作品合集(时长53分钟),98.7万,2.8万,2230339,112938553,BV1Na4y1Y7kQ
100,油管播放量破亿却惨被删除封号的特朗普恶搞视频,319.7万,6399,2228183,12394995,BV1Ea4y1Y7Bi
